Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won
We Were Always Sweethearts,BOZ SCAGGS,4/10/1971,102,61,7,24,0,0
Red Eye Blues,REDEYE,4/10/1971,103,78,8,-1,0,0
Music Is Love,DAVID CROSBY,4/10/1971,104,95,4,53,0,0
Be Nice To Me,RUNT,4/10/1971,105,71,7,-1,0,0
I'll Make You My Baby,BOBBY VINTON,4/3/1971,101,101,2,-1,0,0
Lonely Feelin',WAR,4/3/1971,112,107,4,8,0,0
On My Side,THE COWSILLS,4/3/1971,109,108,2,3,0,0
Get Your Lie Straight,BILL CODAY,3/13/1971,119,105,5,0,0,0
Electronic Magnetism,SOLOMON BURKE,4/3/1971,111,96,6,-1,0,0
Warpath,THE ISLEY BROTHERS,4/3/1971,113,111,4,8,0,0
Home Cookin' / They Can't Take Away Our Music,ERIC BURDON &amp; WAR,4/10/1971,112,108,2,-1,0,0
That Evil Child,B.B. KING,4/10/1971,113,97,4,-1,0,0
Be My Baby,THE RONETTES,8/31/1963,90,2,13,69,0,0
Driving Wheel,JUNIOR PARKER,5/22/1961,100,85,2,6,0,0
We Sure Can Love Each Other,TAMMY WYNETTE,3/20/1971,124,114,6,17,0,0
If I Could,REGINA BELLE,4/3/1993,98,52,17,25,0,0
L.A. International Airport,SUSAN RAYE,4/3/1971,118,54,11,13,0,0
Knock Three Times,DAWN,11/20/1970,90,1,18,49,0,0
Never Ending Song Of Love,DELANEY &amp; BONNIE &amp; FRIENDS,5/21/1971,94,13,15,-1,0,0
Disco Lady,JOHNNIE TAYLOR,2/7/1976,87,1,19,34,1,0
Dream Weaver,GARY WRIGHT,1/3/1976,98,2,20,52,6,0
Lonely Night,CAPTAIN AND TENNILLE,1/24/1976,69,3,19,20,0,0
Let Your Love Flow,BELLAMY BROTHERS,1/17/1976,110,1,21,57,6,0
Right Back Where We Started From,SINITTA,9/23/1989,84,84,4,29,0,0
Dream On,AEROSMITH,10/20/1973,88,59,9,75,0,0
Boogie Fever,SYLVERS,2/14/1976,84,1,21,37,0,0
Only Sixteen,DR. HOOK,11/29/1975,108,108,1,38,0,0
Sweet Love,ANITA BAKER,8/16/1986,74,8,22,53,0,0
Golden Years,DAVID BOWIE,12/13/1975,82,10,21,56,2,0
Show Me The Way,REGINA BELLE,7/18/1987,88,68,9,24,0,0
Bohemian Rhapsody,THE BRAIDS,10/19/1996,55,42,17,34,0,0
Sweet Thing,KEITH URBAN,11/29/2008,43,30,20,50,0,0
Dec-63,FOUR SEASONS,12/27/1975,85,1,27,61,0,0
There's A Kind Of Hush,CARPENTERS,2/28/1976,75,12,13,35,0,0
Money Honey,BAY CITY ROLLERS,2/7/1976,51,9,15,16,0,0
Deep Purple,NINO TEMPO &amp; APRIL STEVENS,9/7/1963,131,1,16,-1,0,0
Fooled Around And Fell In Love,ELVIN BISHOP,3/6/1976,88,3,17,56,1,0
All By Myself,GLEE CAST,5/7/2011,87,87,1,37,0,0
Welcome Back,JOHN SEBASTIAN,3/27/1976,84,1,14,38,0,0
Action,FREDDY CANNON,8/7/1965,103,13,10,15,0,0
Love Machine,MIRACLES,10/25/1975,90,1,28,33,0,0
I Do I Do I Do I Do,ABBA,2/14/1976,86,15,15,38,0,0
Take It To The Limit,WILLIE NELSON &amp; WAYLON JENNINGS,10/8/1983,109,102,4,-1,0,0
Tangerine,SALSOUL ORCHESTRA,1/24/1976,70,18,13,19,0,0
Shannon,HENRY GROSS,2/28/1976,84,6,20,37,1,0
Livin' For The Weekend,O'JAYS,3/6/1976,79,20,12,27,0,0
Only Love Is Real,CAROLE KING,2/14/1976,77,28,11,30,0,0
Looking For Space,JOHN DENVER,3/6/1976,61,29,8,32,0,0
Love Fire,JIGSAW,2/7/1976,89,30,11,6,0,0
Lorelei,STYX,2/14/1976,90,27,14,34,0,0
You'll Lose A Good Thing,BARBARA LYNN,6/16/1962,96,8,13,46,0,0
Fopp,OHIO PLAYERS,2/21/1976,86,30,11,28,0,0
Sara Smile,DARYL HALL &amp; JOHN OATES,1/31/1976,91,4,28,-1,1,0
Strange Magic,ELECTRIC LIGHT ORCHESTRA,3/13/1976,71,14,14,50,0,0
We Can't Hide It Anymore,LARRY SANTOS,2/14/1976,83,36,10,7,0,0
Tryin' To Get The Feeling Again,BARRY MANILOW,3/20/1976,67,10,15,36,0,0
Misty Blue,JOE SIMON,10/21/1972,95,91,5,-1,0,0
Rhiannon,FLEETWOOD MAC,3/6/1976,89,11,18,68,1,0
Hit The Road Jack,RAY CHARLES,9/11/1961,55,1,13,57,1,0
Union Man,CATE BROTHERS,2/7/1976,97,24,20,8,0,0
Without Your Love,ROGER DALTREY,9/14/1980,81,20,19,-1,0,0
Happy Music,BLACKBYRDS,3/6/1976,97,19,13,19,0,0
Get Up And Boogie,SILVER CONVENTION,3/13/1976,84,2,21,34,0,0
Young Blood,BRUCE WILLIS,4/11/1987,82,68,5,-1,0,0
Junk Food Junkie,LARRY GROCE,1/3/1976,109,9,16,17,0,0
Good Hearted Woman,WAYLON &amp; WILLIE,1/31/1976,110,25,13,-1,0,0
Love Hurts,NAZARETH,10/25/1975,109,104,3,54,0,0
Shout It Out Loud,KISS,3/20/1976,81,31,10,43,0,0
Don't Pull Your Love,GLEN CAMPBELL,3/27/1976,87,27,10,30,0,0
Love Hangover,DIANA ROSS,4/3/1976,78,1,18,42,0,0
Can't Hide Love,"EARTH, WIND AND FIRE",3/27/1976,86,39,9,47,0,0
Mozambique,BOB DYLAN,3/13/1976,74,54,5,41,0,0
More More More,ANDREA TRUE CONNECTION,2/28/1976,110,4,27,45,2,0
I've Got A Feeling,AL WILSON,3/27/1976,88,29,10,8,0,0
Fanny (Be Tender With My Love),BEE GEES,12/27/1975,73,12,16,43,0,0
Silly Love Songs,WINGS,4/10/1976,58,1,19,51,0,0
Heavy Love,DAVID RUFFIN,3/20/1976,87,47,7,18,0,0
He's A Friend,EDDIE KENDRICKS,2/14/1976,81,36,12,32,0,0
When Love Has Gone Away,RICHARD COCCIANTE,4/10/1976,61,41,6,-1,0,0
Ophelia,THE LUMINEERS,4/30/2016,66,66,2,71,0,0
Theme From 'S.W.A.T.',RHYTHM HERITAGE,11/15/1975,90,1,24,25,0,0
Hurt,TIMI YURO,7/24/1961,66,4,12,38,0,0
Here There And Everywhere,EMMYLOU HARRIS,3/6/1976,110,65,6,38,0,0
Queen Of Clubs,K.C. AND THE SUNSHINE BAND,3/13/1976,85,66,5,15,0,0
Anytime,PAUL ANKA,4/3/1976,77,33,9,34,0,0
Fallen Angel,POISON,7/30/1988,73,12,16,53,0,0
Sally,GRAND FUNK RAILROAD,3/20/1976,89,69,4,22,0,0
Movin',BILL BLACK'S COMBO,9/18/1961,104,41,8,0,0,0
Love Really Hurts Without You,BILLY OCEAN,4/3/1976,85,22,11,43,1,0
Eh Cumpari,GAYLORD AND HOLIDAY,2/28/1976,108,72,7,-1,0,0
Falling Apart At The Seems,MARMALADE,3/27/1976,99,49,9,-1,0,0
I Thought It Took A Little Time,DIANA ROSS,3/20/1976,59,47,7,11,0,0
There Won't Be No Country Music,C.W. McCALL,3/27/1976,90,73,4,23,0,0
Baretta's Theme,SAMMY DAVIS JR.,5/8/1976,104,101,5,24,0,0
50 Ways To Leave Your Lover,PAUL SIMON,12/20/1975,74,1,17,62,0,0
Everyday Without You,"HAMILTON, JOE FRANK AND REYNOLDS",4/3/1976,88,62,7,-1,0,0
Happy Days,MARV JOHNSON,11/14/1960,109,58,11,4,0,0
Jasper,JIM STAFFORD,4/3/1976,90,69,6,-1,0,0
You Are Beautiful,STYLISTICS,3/13/1976,94,79,7,19,0,0
Street Talk,B.C. (BOB CREWE) GENERATION,3/6/1976,84,56,6,-1,0,0
Hey Baby,HENRY LEE SUMMER,5/20/1989,83,18,18,13,0,0
Love In The Shadows,NEIL SEDAKA,4/10/1976,84,16,11,-1,0,0
I'm Mandy Fly Me,10CC,4/10/1976,85,60,4,21,0,0
It's Over,TEDDY BAKER,10/10/1981,108,101,4,-1,0,0
Jealousy,NATALIE MERCHANT,6/15/1996,55,23,20,39,0,0
Forever Lovers,MAC DAVIS,4/10/1976,88,76,5,9,0,0
Love And Understanding,CHER,6/15/1991,60,17,15,32,0,0
Let's Make A Baby,BILLY PAUL,3/6/1976,102,83,9,32,0,0
Words,THE MONKEES,7/22/1967,78,11,9,25,0,0
Turn The Beat Around,VICKI SUE ROBINSON,4/10/1976,93,10,25,40,0,0
I Hope We Get To Love In Time,MARILYN McCOO &amp; BILLY DAVIS JR.,3/27/1976,98,92,5,-1,0,0
Mighty High,MIGHTY CLOUDS OF JOY,2/21/1976,91,69,10,11,0,0
That's Where The Happy People Go,TRAMMPS,4/10/1976,96,27,15,31,0,0
Arms Of Mary,CHILLIWACK,7/29/1978,110,67,7,26,0,0
Spirit In The Night,MANFRED MANN'S EARTH BAND,4/30/1977,77,40,8,-1,0,0
The Fonz Song,HEYETTES,4/10/1976,99,91,6,-1,0,0
I Wanna Stay With You,GALLAGHER AND LYLE,4/10/1976,100,49,14,-1,0,0
(Call Me) The Traveling Man,THE MASQUERADERS,2/7/1976,105,101,13,16,0,0
More,VIC DANA,7/27/1963,127,42,13,12,0,0
Today I Started Loving You Again,BETTYE SWANN,1/27/1973,83,46,7,28,0,0
Do What You Feel,DENISE WILLIAMS,6/25/1983,110,102,4,-1,0,0
Spanish Hustle,THE FATBACK BAND,3/27/1976,107,101,7,-1,0,0
She's A Disco Queen / Party Hearty,OLIVER SAIN,3/27/1976,104,103,6,-1,0,0
"Dance, Dance, Dance",THE NEW SEEKERS,9/23/1972,99,84,5,3,0,0
Concrete And Clay,EDDIE RAMBEAU,4/24/1965,125,35,10,9,0,0
Night And Day,BETTE MIDLER,1/26/1991,92,62,7,17,0,0
Too Young To Feel This Old,McKENDREE SPRING,3/27/1976,110,110,3,-1,0,0
I Love Rock'n'Roll,JOAN JETT AND THE BLACKHEARTS,2/6/1982,63,1,20,-1,0,0
We Got The Beat,GLEE CAST,10/8/2011,83,83,1,37,0,0
Chariots Of Fire - Titles,VANGELIS,12/12/1981,94,1,28,-1,0,0
Freeze-Frame / Flamethrower,THE J. GEILS BAND,2/20/1982,67,4,16,-1,0,0
Make A Move On Me,OLIVIA NEWTON-JOHN,2/13/1982,69,5,14,25,0,0
Don't Talk To Strangers,BEAU BRUMMELS,10/9/1965,89,52,8,4,0,0
Open Arms,JOURNEY,1/16/1982,57,2,18,64,0,0
That Girl,FRANKIE J featuring MANNIE FRESH &amp; CHAMILLIONAIRE,8/26/2006,100,43,14,-1,0,0
Key Largo,BERTIE HIGGINS,11/14/1981,86,8,29,38,0,0
Do You Believe In Love,HUEY LEWIS AND THE NEWS,2/6/1982,77,7,17,54,0,0
Pac-Man Fever,BUCKNER AND GARCIA,1/9/1982,76,9,19,24,0,0
Edge Of Seventeen (Just Like The White Winged Dove),STEVIE NICKS,2/20/1982,73,11,14,-1,0,0
Should I Do It,THE POINTER SISTERS,1/23/1982,82,13,16,26,0,0
(Oh) Pretty Woman,VAN HALEN,2/6/1982,84,12,16,52,1,0
One Hundred Ways,QUINCY JONES featuring JAMES INGRAM,12/19/1981,83,14,21,-1,0,0
'65 Love Affair,PAUL DAVIS,2/27/1982,82,6,20,34,0,0
Sweet Dreams,LA BOUCHE,3/30/1996,63,13,32,45,0,0
Find Another Fool,QUARTERFLASH,2/13/1982,87,16,13,27,0,0
Take Off,BOB AND DOUG McKENZIE,1/30/1982,84,16,14,18,0,0
Nobody Said It Was Easy (Lookin' For The Lights),LE ROUX,2/13/1982,85,18,13,-1,0,0
867-5209 / Jenny,TOMMY TUTONE,1/23/1982,88,4,27,-1,0,0
Goin' Down,THE MONKEES,11/18/1967,110,104,2,36,0,0
My Guy,PETULA CLARK,6/10/1972,100,70,13,-1,0,0
Did It In A Minute,DARYL HALL &amp; JOHN OATES,3/20/1982,66,9,16,-1,0,0
Get Down On It,KOOL AND THE GANG,2/27/1982,88,10,17,56,1,0
Juke Box Hero,FOREIGNER,2/13/1982,73,26,13,65,0,0
Baby Makes Her Blue Jeans Talk,DR. HOOK,2/27/1982,69,25,12,-1,0,0
I've Never Been To Me,CHARLENE,9/24/1977,98,97,3,35,0,0
Ebony And Ivory,PAUL McCARTNEY with STEVIE WONDER,4/10/1982,29,1,19,-1,1,0
Always On My Mind,WILLIE NELSON,3/6/1982,88,5,23,59,1,0
Centerfold,THE J. GEILS BAND,11/7/1981,70,1,25,68,2,0
Bobbie Sue,THE OAK RIDGE BOYS,1/16/1982,85,12,14,32,0,0
Mama Used To Say,JUNIOR,2/6/1982,106,30,14,32,0,0
The Beatles Movie Medley,THE BEATLES,3/27/1982,70,12,11,-1,0,0
Pop Goes The Movies (Part 1) (Medley),MECO,2/13/1982,77,35,11,-1,0,0
(Theme From) Magnum P.I.,MIKE POST,2/6/1982,80,25,17,-1,0,0
Genius Of Love,TOM TOM CLUB,1/23/1982,87,31,17,52,0,0
Hang Fire,THE ROLLING STONES,3/20/1982,78,20,11,34,1,0
Don't You Want Me,THE HUMAN LEAGUE,3/6/1982,86,1,28,70,6,0
The Other Woman,VICKI LAWRENCE,10/18/1975,84,81,3,0,0,0
Shine On,RYAN CABRERA,10/8/2005,94,94,1,24,0,0
Empty Garden (Hey Hey Johnny),ELTON JOHN,3/20/1982,79,13,17,0,0,0
I'll Try Something New,A TASTE OF HONEY,3/13/1982,80,41,10,10,0,0
Making Love,ROBERTA FLACK,3/6/1982,80,13,21,33,0,0
Stars On Stevie,STARS ON 45,3/27/1982,85,28,10,26,0,0
Still In Saigon,THE CHARLIE DANIELS BAND,3/27/1982,75,22,12,26,0,0
Let's Hang On,THE FOUR SEASONS,9/25/1965,134,3,18,43,0,0
Shanghai Breezes,JOHN DENVER,3/6/1982,87,31,14,18,0,0
If I Had My Wish Tonight,DAVID LASLEY,3/13/1982,82,36,10,7,0,0
Tainted Love,SOFT CELL,1/9/1982,109,8,44,63,7,0
On A Carousel,THE HOLLIES,3/18/1967,99,11,14,43,0,0
Never Give Up On A Good Thing,GEORGE BENSON,2/20/1982,84,52,9,42,0,0
Since You Gone,THE CARS,3/27/1982,78,41,9,-1,0,0
Man On The Corner,GENESIS,3/20/1982,82,40,11,37,0,0
Run For The Roses,DAN FOGELBERG,4/3/1982,65,18,14,38,0,0
Man On Your Mind,THE LITTLE RIVER BAND,4/3/1982,69,14,16,-1,1,0
It's Gonna Take A Miracle,ROYALETTES,7/17/1965,83,41,11,19,0,0
Wake Up Little Susie,SIMON AND GARFUNKEL,4/3/1982,67,27,11,43,0,0
On The Way To The Sky,NEIL DIAMOND,2/13/1982,70,27,10,7,0,0
Fantasy,MARIAH CAREY,9/30/1995,1,1,25,67,3,0
Don't Stop Me Baby (I'm On Fire),THE BOYS BAND,3/6/1982,89,61,8,-1,0,0
Circles,ATLANTIC STARR,3/27/1982,90,38,11,31,0,0
When He Shines,SHEENA EASTON,4/3/1982,75,30,15,23,0,0
One To One,CAROLE KING,3/27/1982,86,45,10,21,0,0
The Gigolo,O'BRYAN,3/27/1982,82,57,9,12,0,0
I'm In Love Again,PIA ZADORA,3/27/1982,87,45,9,-1,0,0
Shake It Up,THE CARS,11/21/1981,76,4,22,49,0,0
Hollywood,MICHAEL BUBLE,9/25/2010,55,55,1,39,0,0
Baby Step Back,GORDON LIGHTFOOT,4/3/1982,80,50,8,24,0,0
I'll Drink To You,DUKE JUPITER,3/27/1982,83,58,7,-1,0,0
Work That Body,DIANA ROSS,4/10/1982,73,44,7,9,0,0
You Got The Power,WAR,4/3/1982,82,66,6,12,0,0
Make Up Your Mind,THE J. GEILS BAND,9/8/1973,98,98,2,29,0,0
Just To Satisfy You,WAYLON AND WILLIE,4/3/1982,85,52,9,39,0,0
If It Ain't One Thing... It's Another,"RICHARD ""DIMPLES"" FIELDS",4/3/1982,83,47,10,-1,0,0
All Night With Me,LAURA BRANIGAN,3/20/1982,96,69,7,-1,0,0
When It's Over,SUGAR RAY,6/2/2001,76,13,22,56,0,0
Finally,CE CE PENISTON,9/28/1991,94,5,33,-1,0,0
Without You (Not Another Lonely Night),FRANKIE AND THE KNOCKOUTS,4/3/1982,89,24,15,-1,0,0
A Night To Remember,JOE DIFFIE,5/15/1999,96,38,20,31,0,0
Teach Me Tonight,AL JARREAU,3/20/1982,109,70,9,33,0,0
If I Could Get You (Into My Life),GENE COTTON,3/13/1982,96,76,8,-1,0,0
Right The First Time,GAMMA,4/3/1982,87,77,5,7,0,0
Sleepwalk,LARRY CARLTON,2/27/1982,87,74,8,41,0,0
Secret Journey,THE POLICE,4/10/1982,87,46,8,30,0,0
Loving You,JOHNNY NASH,4/13/1974,91,91,3,11,0,0
I Don't Know Where To Start,EDDIE RABBITT,4/10/1982,89,35,13,17,0,0
Murphy's Law,CHERI,4/3/1982,103,39,13,29,0,0
Over The Line,EDDIE SCHWARTZ,3/20/1982,92,91,5,-1,0,0
Tonight I'm Yours (Don't Hurt Me),ROD STEWART,1/23/1982,74,20,14,23,0,0
"Mirror, Mirror",DIANA ROSS,1/9/1982,80,8,14,15,0,0
Spirits In The Material World,THE POLICE,1/16/1982,76,11,13,46,0,0
Leader Of The Band,DAN FOGELBERG,11/28/1981,81,9,20,51,1,0
Take It Easy On Me,THE LITTLE RIVER BAND,12/5/1981,82,10,19,0,0,0
Just Can't Win 'Em All,STEVIE WOODS,1/23/1982,86,38,12,-1,0,0
Summer Nights,"JOHN TRAVOLTA, OLIVIA NEWTON-JOHN AND CAST",8/5/1978,66,5,16,-1,1,0
When All Is Said And Done,ABBA,1/9/1982,87,27,14,36,0,0
Forget Me Nots,PATRICE RUSHEN,4/10/1982,101,23,19,58,1,0
Jamming,GROVER WASHINGTON JR.,4/10/1982,102,102,3,9,0,0
Try Jah Love,THIRD WORLD,3/27/1982,103,101,10,26,0,0
"Baby, Come To Me",PATTI AUSTIN with JAMES INGRAM,10/16/1982,91,1,28,21,0,0
Keep This Heart In Mind,BONNIE RAITT,3/13/1982,110,104,9,10,0,0
Who's Foolin' Who,LULU,4/10/1982,106,106,1,-1,0,0
Jamaica,BOBBY CALDWELL,3/27/1982,110,105,8,20,0,0
As,STEVIE WONDER,11/5/1977,81,36,14,50,0,0
Sea Of Heartbreak,DON GIBSON,6/12/1961,118,21,15,43,0,0
Come To Me,FRANCE JOLI,9/1/1979,90,15,16,33,0,0
Informer,SNOW,1/9/1993,79,1,25,62,0,0
Freak Me,SILK,2/20/1993,42,1,24,59,0,0
"Nuthin' But A ""G"" Thang",DR. DRE,1/30/1993,95,2,27,22,0,0
"I Have Nothing (From ""The Bodyguard"")",WHITNEY HOUSTON,2/27/1993,42,4,20,-1,0,0
Don't Walk Away,TONI CHILDS,8/13/1988,92,72,7,14,0,0
Cat's In The Craddle,UGLY KID JOE,2/13/1993,79,6,20,-1,0,0
Two Princes,SPIN DOCTORS,1/30/1993,85,7,29,72,13,0
"Love Is (From ""Beverly Hills, 90210"")",VANESSA WILLIAMS / BRIAN McKNIGHT,1/23/1993,92,3,28,-1,0,0
Mr. Wendal,ARRESTED DEVELOPMENT,12/19/1992,53,6,24,48,0,0
Bed Of Roses,BON JOVI,1/23/1993,81,10,20,56,0,0
Comforter,SHAI,1/23/1993,57,10,24,43,0,0
Ordinary World,DURAN DURAN,1/9/1993,67,3,22,69,1,0
"I'm Every Woman (From ""The Bodyguard"")",WHITNEY HOUSTON,1/9/1993,66,4,23,-1,0,0
Hip Hop Hooray,NAUGHTY BY NATURE,1/30/1993,84,8,22,63,7,0
I Got A Man,POSITIVE K,12/19/1992,75,14,22,42,0,0
I'm So Into You,SWV,2/6/1993,94,6,27,59,0,0
Ditty,PAPERBOY,12/19/1992,77,10,30,44,0,0
Looking Through Patient Eyes,P.M. DAWN,3/20/1993,55,6,21,35,0,0
A Whole New World (Aladdin's Theme),PEABO BRYSON,12/19/1992,54,1,23,53,0,0
"The Right Kind Of Love (From ""Beverly Hills, 90210"")",JEREMY JORDAN,12/12/1992,88,14,25,-1,0,0
That's What Love Can Do,BOY KRAZY,1/23/1993,79,18,20,21,0,0
Forever In Love,KENNY G,12/19/1992,95,18,23,41,0,0
Angel,ARETHA FRANKLIN,7/7/1973,77,20,13,5,0,0
If I Ever Lose My Faith In You,STING,2/20/1993,77,17,20,44,0,0
It Was A Good Day,ICE CUBE,3/6/1993,89,15,20,70,0,0
"I Will Always Love You (From ""The Bodyguard"")",WHITNEY HOUSTON,11/14/1992,40,1,26,-1,0,0
Rebirth Of Slick (Cool Like Dat),DIGABLE PLANETS,1/16/1993,85,15,20,55,0,0
Down With The King,RUN D.M.C.,3/20/1993,67,21,17,41,0,0
"The Crying Game (From ""The Crying Game"")",BOY GEORGE,3/13/1993,70,15,17,11,0,0
Man On The Moon,R.E.M.,2/6/1993,93,30,15,0,0,0
Nothin' My Love Can't Fix,JOEY LAWRENCE,3/6/1993,68,19,20,-1,0,0
7,PRINCE &amp; THE NEW POWER GENERATION,11/28/1992,98,7,23,-1,0,0
Here We Go Again!,PORTRAIT,11/14/1992,98,11,23,34,0,0
Heal The World,MICHAEL JACKSON,12/12/1992,74,27,20,62,0,0
Simple Life,CAROLYN DAWN JOHNSON,4/17/2004,79,73,5,11,0,0
So Alone,MEN AT LARGE,2/20/1993,86,31,20,33,0,0
Rhythm Is A Dancer,SNAP,8/15/1992,90,5,39,64,0,0
Love U More,SUNSCREEM,2/27/1993,85,36,19,24,0,0
Dazzey Ducks,DUICE,1/9/1993,86,12,40,-1,0,0
If I Ever Fall In Love,SHAI,10/17/1992,54,2,27,54,0,0
Get Away,GEORGIE FAME AND THE BLUE FLAMES,8/13/1966,124,70,8,-1,0,0
Do You Believe In Us,JON SECADA,9/26/1992,81,13,30,36,0,0
Who Is It,MICHAEL JACKSON,4/10/1993,44,14,18,57,0,0
Supermodel (You Better Work),RuPAUL,2/13/1993,91,45,20,52,0,0
Beautiful Girl,INXS,2/20/1993,93,46,12,51,0,0
I'm Gonna Get You,BIZARRE INC,1/23/1993,90,47,23,33,0,0
Rump Shaker,WRECKX-N-EFFECT,10/3/1992,94,2,28,52,0,0
Dedicated,R. KELLY,2/27/1993,91,31,20,50,0,0
Romeo,DINO,8/11/1990,69,6,18,10,0,0
I Feel You,DEPECHE MODE,3/6/1993,70,37,12,43,0,0
Connected,STEREO MC'S,3/27/1993,93,20,20,44,0,0
Hat 2 Da Back,TLC,2/6/1993,92,30,15,36,0,0
Three Little Pigs,GREEN JELLY,3/27/1993,79,17,20,44,0,0
I See Your Smile,GLORIA ESTEFAN,2/20/1993,76,48,17,30,0,0
"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",BALTIMORA,3/27/1993,68,51,12,-1,0,0
How I'm Comin',LL COOL J,4/3/1993,57,57,9,18,0,0
Bad Girl,THE MIRACLES,10/5/1959,98,93,2,23,0,0
Love Don't Love You,EN VOGUE,3/27/1993,67,36,16,22,0,0
Come In Out Of The Rain,WENDY MOTEN,2/20/1993,82,55,15,34,0,0
What You Won't Do For Love,GO WEST,3/13/1993,92,55,11,36,0,0
"In The Still Of The Nite (From ""The Jacksons"")",BOYZ II MEN,11/28/1992,15,3,20,-1,0,0
The Morning Papers,PRINCE AND THE NEW POWER GENERATION,4/3/1993,77,44,11,39,0,0
"Give It Up, Turn It Loose",EN VOGUE,12/5/1992,63,15,20,34,0,0
Buddy X,NENEH CHERRY,3/27/1993,90,43,12,19,0,0
Easy,PAULA DeANDA featuring BOW WOW,7/14/2007,96,64,11,-1,0,0
Livin' On The Edge,AEROSMITH,4/10/1993,67,18,20,50,0,0
Tap The Bottle,YOUNG BLACK TEENAGERS,3/6/1993,82,55,20,28,0,0
Tell Me What You Dream,RESTLESS HEART featuring WARREN HILL,3/27/1993,82,43,13,-1,0,0
Shoop Shoop (Never Stop Givin' You Love),MICHAEL COOPER,3/13/1993,87,67,9,21,0,0
Somebody Love Me,MICHAEL W. SMITH,3/13/1993,96,71,7,19,0,0
Closer,NE-YO,5/3/2008,95,7,39,60,0,0
Candy Everybody Wants,"10,000 MANIACS",3/6/1993,94,67,10,36,0,0
Passionate Kisses,MARY CHAPIN CARPENTER,2/13/1993,90,57,11,38,0,0
Everything's Gonna Be Alright,SWEETBOX,10/10/1998,53,46,8,39,0,0
She's Not Cryin' Anymore,BILLY RAY CYRUS,3/13/1993,93,70,9,28,0,0
I'll Never Get Over You (Getting Over Me),EXPOSE,3/27/1993,92,8,29,53,0,0
Good Ol' Days,LEVERT,3/20/1993,94,78,11,21,0,0
Tonight,NEW KIDS ON THE BLOCK,8/4/1990,37,7,12,48,0,0
Typical Reasons (Swing My Way),PRINCE MARKIE DEE &amp; SOUL CONVENTION,4/3/1993,94,64,14,-1,0,0
Show Me Love,ROBIN S,4/3/1993,95,5,28,62,1,0
Funky Child,LORDS OF THE UNDERGROUND,3/27/1993,87,74,11,41,0,0
Touch My Light,BIG MOUNTAIN,4/10/1993,84,51,20,16,0,0
Understand This Groove,SOUND FACTORY,12/26/1992,88,58,17,-1,0,0
Kiss Of Life,SADE,3/20/1993,92,78,11,44,0,0
Murder She Wrote,CHAKA DEMUS &amp; PLIERS,1/2/1993,95,57,17,-1,1,0
Reminisce,MARY J. BLIGE,12/19/1992,63,57,20,51,0,0
Save Your Love,JEFFERSON STARSHIP,10/31/1981,104,104,2,17,0,0
Knock-N-Boots,WRECKX-N-EFFECT,2/20/1993,89,72,11,15,0,0
Knockin' Da Boots,H-TOWN,4/10/1993,91,3,25,56,0,0
Love Me Or Leave Me Alone,BRAND NUBIAN,4/3/1993,92,92,3,27,0,0
Throw Ya Gunz,ONYX,4/3/1993,81,81,3,32,0,0
Tell The Truth,JUDE COLE,1/23/1993,94,57,12,20,0,0
Homies,A LIGHTER SHADE OF BROWN,12/12/1992,83,57,19,-1,0,0
Born 2 B.R.E.E.D.,MONIE LOVE,3/13/1993,89,89,6,-1,0,0
Roll Wit Tha Flava,FLAVOR UNIT MC'S,4/3/1993,86,86,4,-1,0,0
No Mistakes,PATTY SMYTH,12/26/1992,93,33,16,20,0,0
Little Bird,THE PETE JOLLY TRIO AND FRIENDS,5/4/1963,129,112,6,2,0,0
Love Me The Right Way,RAPINATION &amp; KIM MAZELLE,3/20/1993,100,97,4,-1,0,0
No Scrubs,TLC,2/20/1999,67,1,28,79,0,0
Believe,STAIND,9/6/2008,83,83,2,46,0,0
Every Morning,SUGAR RAY,1/9/1999,75,3,31,66,0,0
What's It Gonna Be?!,BUSTA RHYMES featuring JANET,3/13/1999,66,3,20,-1,0,0
Heartbreak Hotel,ROGER MILLER,11/5/1966,92,84,5,7,0,0
Kiss Me,SIXPENCE NONE THE RICHER,2/13/1999,91,2,32,75,3,0
I Still Believe,BRENDA K. STARR,4/2/1988,80,13,26,41,0,0
Angel Of Mine,MONICA,12/5/1998,74,1,30,59,0,0
All Night Long,THE MARY JANE GIRLS,8/13/1983,102,101,7,-1,1,0
Stay The Same,JOEY McINTYRE,2/27/1999,40,10,14,37,0,0
All I Have To Give,BACKSTREET BOYS,1/30/1999,57,5,21,55,0,0
When I Close My Eyes,SHANICE,3/27/1999,91,12,10,36,0,0
Slide,SLAVE,5/28/1977,106,32,16,50,0,0
If You (Lovin' Me),SILK,3/13/1999,30,13,20,31,0,0
C'est la Vie,B*WITCHED,2/20/1999,85,9,15,51,0,0
... Baby One More Time,BRITNEY SPEARS,11/21/1998,17,1,32,74,0,0
Sweet Lady,TYRESE,1/23/1999,84,12,25,60,0,0
The Animal Song,SAVAGE GARDEN,3/13/1999,50,19,10,35,0,0
Hard Knock Life (Ghetto Anthem),JAY-Z,11/7/1998,43,32,16,25,0,0
Ex-Factor,LAURYN HILL,1/9/1999,87,21,22,65,0,0
